AQW00061705         863C
USC00286843         665R
USC00286979         622Q
USC00287079         642S
USC00287865         617R
USC00287936         645R
USC00288194         622R
USC00288644         595S
USC00288648         587R
USC00288816         636S
USC00288899         628R
USC00289187         609R
USC00289363         625R
USC00289910         652R
USC00290041         646S
USC00290199         758R
USC00290225         680R
USC00290231         712R
USC00290245         670R
USC00290268         749R
USC00290377         695S
USC00290407         565R
USC00290417         760S
USC00290426         766R
USC00290525         733R
USC00290600         769S
USC00290640         667S
USC00290692         679S
USC00290858         738R
USC00290915         736R
USC00290983         711S
USC00290992         774R
USC00291063         687S
USC00291138         772R
USC00291153         770R
USC00291180         575R
USC00291286         775S
USC00291332         701R
USC00291440         671S
USC00291445         739Q
USC00291450         631R
USC00291469         774S
USC00291480         745S
USC00291515         710S
USC00291630         603S
USC00291647         671S
USC00291664         590S
USC00291721         780Q
USC00291813         651S
USC00291840         740R
USC00291883         681Q
USC00291910         732S
USC00291918         635R
USC00291931         576R
USC00291939         716S
USC00291963         718S
USC00291982         696S
USC00292030         738S
USC00292095         638R
USC00292096         638R
USC00292100         701R
USC00292207         740R
USC00292241         644R
USC00292250         684S
USC00292365         762Q
USC00292436         775R
USC00292453         651R
USC00292510         726C
USC00292608         645S
USC00292700         580S
USC00292785         631S
USC00292820         648R
USC00292837         634S
USC00292848         768S
USC00292854         738S
USC00292865         690S
USC00293031         690R
USC00293060         678S
USC00293142         654S
USC00293157         740S
USC00293180         667R
USC00293265         723S
USC00293294         732S
USC00293296         750Q
USC00293340         679S
USC00293368         767R
USC00293428         661Q
USC00293488         585S
USC00293530         714R
USC00293577         746S
USC00293649         684S
USC00293706         653S
USC00293775         775R
USC00293855         787R
USC00294009         738S
USC00294026         772R
USC00294030         766R
USC00294112         752R
USC00294346         795S
USC00294366         698Q
USC00294369         682S
USC00294426         765R
USC00294719         696R
USC00294742         583S
USC00294862         670R
USC00294960         615R
USC00295079         794S
USC00295084         599S
USC00295150         736S
USC00295273         671R
USC00295290         608R
USC00295370         792R
USC00295490         667S
USC00295516         699R
USC00295560         603S
USC00295617         737C
USC00295754         718R
USC00295908         664R
USC00295937         689C
USC00295960         666C
USC00295965         673R
USC00295968         667Q
USC00296061         655R
USC00296115         732R
USC00296275         621S
USC00296281         769R
USC00296435         778R
USC00296465         628R
USC00296619         661C
USC00296659         761R
USC00296676         665S
USC00296687         670S
USC00296754         722R
USC00296804         734S
USC00296812         623R
USC00296911         684Q
USC00297008         744S
USC00297180         660R
USC00297226         702S
USC00297254         712R
USC00297279         638S
USC00297280         647S
USC00297323         557S
USC00297340         761R
USC00297386         736R
USC00297477         712Q
USC00297481         724Q
USC00297585         686Q
USC00297605         747Q
USC00297638         652R
USC00297649         652R
USC00297867         736S
USC00298015         630R
USC00298085         651R
USC00298088         642Q
USC00298107         736S
USC00298127         775Q
USC00298284         719R
USC00298387         731S
USC00298501         682R
USC00298518         646S
USC00298524         644R
USC00298535         776S
USC00298596         737S
USC00298668         645R
USC00298713         738S
USC00298830         659R
USC00298834         613R
USC00298845         602S
USC00299031         660S
USC00299085         578R
USC00299128         768R
USC00299156         734C
USC00299165         757S
USC00299284         735Q
USC00299330         672S
USC00299496         691Q
USC00299569         783R
USC00299660         761R
USC00299686         777S
USC00299691         685S
USC00299806         686S
USC00299820         556S
USC00299851         719S
USC00300023         580R
USC00300055         580C
USC00300063         565R
USC00300085         571S
USC00300093         553S
USC00300183         575R
USC00300220         562R
USC00300321         575R
USC00300331         575S
USC00300343         578S
USC00300360         573R
USC00300443         579S
USC00300448         577S
USC00300668         546R
USC00300732         588Q
USC00300766         567R
USC00300785         511S
USC00300870         566Q
USC00300889         600S
USC00300961         628Q
USC00301095         587S
USC00301110         551R
USC00301152         576S
USC00301211         587Q
USC00301309         605Q
USC00301387         539R
USC00301401         553S
USC00301436         548S
USC00301595         557R
USC00301623         558R
USC00301625         551Q
USC00301708         549R
USC00301752         533S
USC00301761         593R
USC00301787         546R
USC00301799         565R
USC00301966         531S
USC00301974         590S
USC00302031         559Q
USC00302036         556S
USC00302047         562Q
USC00302060         581S
USC00302129         629S
USC00302169         575Q
USC00302366         553R
USC00302454         565Q
USC00302554         563R
USC00302610         586S
USC00302627         588R
USC00303025         554S
USC00303033         585S
USC00303124         539R
USC00303184         564S
USC00303259         607R
USC00303284         587S
USC00303319         558R
USC00303346         540S
USC00303354         596R
USC00303360         547R
USC00303464         591R
USC00303773         571S
USC00303955         579R
USC00304025         610S
USC00304102         512S
USC00304174         566S
USC00304207         572R
USC00304555         541S
USC00304575         580R
USC00304647         549S
USC00304731         553S
USC00304791         557R
USC00304808         554S
USC00304836         536Q
USC00304844         593R
USC00304849         573R
USC00304912         534C
USC00304996         519S
USC00305113         551S
USC00305233         555Q
USC00305310         610S
USC00305334         594R
USC00305377         627R
USC00305426         588S
USC00305512         531R
USC00305597         576R
USC00305714         505R
USC00305796         624R
USC00305840         573R
USC00306047         581Q
USC00306085         576S
USC00306138         605R
USC00306164         547R
USC00306184         512S
USC00306314         554S
